tm_player_id,gsis_player_id,elias_player_id,nfl_player_id,tm_full_name,tm_position,elias_team_id,tm_team_abbrev,tm_season_year,tm_height,tm_weight,tm_dob,tm_age_sep1,tm_college,tm_college_conf,tm_experience,tm_jersey_number,tm_draft_round,tm_draft_num_in_round,tm_draft_number_overall,tm_draft_team,tm_draft_year,tm_40_time,tm_bench_reps,tm_broad_jump,tm_20_shuttle,tm_3_cone,tm_arm_length,tm_hand_span,tm_vert_jump,tm_wing_span,tm_athlete_score,tm_combine_score,tm_size_score,tm_production_score,tm_proday_dash40,tm_proday_3cone,tm_proday_bench,tm_proday_long_jump,tm_proday_ss20,tm_proday_vert
39371,00-0039371,ABR462444,,Kris Abrams-Draine,CB,1400,DEN,2025,71,178,2001-10-04,23.91,Missouri,Southeastern Conference,2,31,5,Undrafted,145.0,DEN,2024,4.44,,,,,31.0,8.625,33.5,74.625,56.7,70.9,,74.5,,7.15,,115.0,4.41,
39374,00-0039374,EIC311468,,Tommy Eichenberg,LB,2520,LV,2025,74,233,2001-01-11,24.638,Ohio State,Big Ten Conference,2,44,5,Undrafted,148.0,LV,2024,,,116.0,4.24,,31.625,9.25,32.5,77.125,72.0,68.7,,65.5,,7.02,20.0,,,
39388,00-0039388,FOR229985,,Jaylan Ford,LB,3300,NO,2025,74,240,2001-11-28,23.759,Texas,Big Twelve Conference,2,53,5,Undrafted,175.0,NO,2024,,,121.0,,,31.75,9.5,33.5,74.375,73.6,68.3,,66.0,4.71,7.09,18.0,126.0,4.24,
39407,00-0039407,LAU037491,,Dylan Laube,RB,2520,LV,2025,69,204,1999-12-14,25.715,New Hampshire,Colonial Athletic Association,2,23,6,Undrafted,208.0,LV,2024,4.54,23.0,118.0,4.02,6.84,29.375,9.25,37.0,71.125,83.3,73.8,,65.9,,,,,,
39422,00-0039422,THO309072,,Nathan Thomas,OT,1200,DAL,2025,77,330,2001-08-22,24.027,Louisiana-Lafayette,Sun Belt Conference,2,71,7,Undrafted,233.0,DAL,2024,5.19,,107.0,,8.01,33.75,10.75,25.0,83.0,77.7,70.2,,63.9,,,24.0,,4.65,
39436,00-0039436,HAR310353,,Jaylen Harrell,LB,2100,TEN,2025,76,247,2002-05-01,23.337,Michigan,Big Ten Conference,2,92,7,Undrafted,252.0,TEN,2024,,,118.0,,,33.25,9.75,37.0,81.125,71.0,65.8,,61.8,4.68,,,,4.39,
39732,00-0039732,NIX118212,,Bo Nix,QB,1400,DEN,2025,74,217,2000-02-25,25.515,Oregon,Pacific Twelve Conference,2,10,1,Undrafted,12.0,DEN,2024,,,,,,31.875,10.125,,74.25,76.5,80.8,,86.3,,,,,,
39733,00-0039733,ORH415291,,Ruke Orhorhoro,DT,200,ATL,2025,76,294,2001-10-13,23.885,Clemson,Atlantic Coast Conference,2,98,2,Undrafted,35.0,ATL,2024,4.89,29.0,116.0,,,34.0,9.375,32.0,79.5,88.6,76.3,,72.0,,7.39,,,4.5,
39734,00-0039734,FIS731693,,Braden Fiske,DT,2510,LAR,2025,77,291,2000-01-18,25.619,Florida State,Atlantic Coast Conference,2,55,2,Undrafted,39.0,LAR,2024,4.78,26.0,117.0,4.37,,31.0,9.375,33.5,76.75,89.3,79.2,,76.8,,,,,,
39738,00-0039738,COR783995,,Blake Corum,RB,2510,LAR,2025,68,210,2000-11-25,24.765,Michigan,Big Ten Conference,2,22,3,Undrafted,83.0,LAR,2024,4.53,27.0,,4.12,6.82,28.875,9.0,35.5,70.125,79.3,77.2,,73.2,,,,,4.13,
39740,00-0039740,HUN249742,,Jalyx Hunt,LB,3700,PHI,2025,75,252,2001-03-13,24.471,Houston Christian University,Southland Conference,2,58,3,Undrafted,94.0,PHI,2024,4.64,19.0,128.0,,,34.375,10.0,37.5,82.75,76.9,68.9,,62.9,,7.18,,,4.38,
39741,00-0039741,WIL772747,,Payton Wilson,LB,3900,PIT,2025,76,242,2000-04-21,25.361,N.C. State,Atlantic Coast Conference,2,41,3,Undrafted,98.0,PIT,2024,4.43,,119.0,,,30.5,9.0,34.5,75.75,82.1,82.7,,82.5,,6.85,,,4.2,
39749,00-0039749,DAV781781,,Tyler Davis,DT,2510,LAR,2025,74,300,2000-11-01,24.83,Clemson,Atlantic Coast Conference,2,90,6,Undrafted,196.0,LAR,2024,5.02,29.0,108.0,5.0,,31.375,9.25,28.5,75.0,66.3,68.0,,70.2,,7.74,,,4.78,
39790,00-0039790,FAS215841,,Olumuyiwa Fashanu,OT,3430,NYJ,2025,78,312,2002-12-09,22.729,Penn State,Big Ten Conference,2,74,1,Undrafted,11.0,NYJ,2024,5.11,,109.0,,,34.0,8.5,32.0,82.625,78.5,81.9,,79.9,,,,,,
39793,00-0039793,BAR235889,,AJ Barner,TE,4600,SEA,2025,78,251,2002-05-03,23.331,Michigan,Big Ten Conference,2,88,4,Undrafted,121.0,SEA,2024,,,,,,33.375,9.0,,81.875,75.0,73.1,,65.5,4.84,7.02,22.0,117.0,4.41,34.5
39795,00-0039795,PRI790475,,Nehemiah Pritchett,CB,4600,SEA,2025,72,188,2001-02-11,24.553,Auburn,Southeastern Conference,2,28,5,Undrafted,136.0,SEA,2024,4.36,,,,,31.625,8.375,34.5,75.0,75.8,70.6,,63.4,,7.09,,119.0,4.26,
39808,00-0039808,ADA373948,,Isaiah Adams,G,3800,ARI,2025,76,316,2000-07-21,25.112,Illinois,Big Ten Conference,2,74,3,Undrafted,71.0,ARI,2024,5.22,22.0,102.0,4.73,7.77,33.875,9.0,24.5,81.875,76.7,68.1,,59.0,,,,,,
39812,00-0039812,HOP640560,,Ty'Ron Hopper,LB,1800,GB,2025,74,228,2001-04-26,24.35,Missouri,Southeastern Conference,2,59,3,Undrafted,91.0,GB,2024,,,,,,31.375,8.875,,77.75,63.1,66.2,,66.9,4.68,7.29,,124.0,4.46,36.0
39818,00-0039818,OLA083057,,Kitan Oladapo,SAF,1800,GB,2025,74,216,2000-10-10,24.89,Oregon State,Pacific Twelve Conference,2,27,5,Undrafted,169.0,GB,2024,4.58,15.0,117.0,,,32.375,9.25,36.0,76.875,70.2,71.8,,67.9,,,,,,
39821,00-0039821,PHI113751,,Andru Phillips,DB,3410,NYG,2025,71,180,2001-11-30,23.754,Kentucky,Southeastern Conference,2,22,3,Undrafted,70.0,NYG,2024,4.48,,135.0,,,31.25,8.75,42.0,75.0,75.4,68.1,,61.1,,6.98,16.0,,4.29,
39825,00-0039825,HIC502297,,Jaden Hicks,SAF,2310,KC,2025,73,215,2002-08-16,23.044,Washington State,Pacific Twelve Conference,2,21,4,Undrafted,133.0,KC,2024,,16.0,122.0,4.37,6.88,31.5,9.375,37.5,76.25,77.9,75.3,,68.7,4.5,,,,,
39826,00-0039826,TRO498404,,Jeremiah Trotter Jr.,LB,3700,PHI,2025,72,225,2002-12-24,22.688,Clemson,Atlantic Coast Conference,2,54,5,Undrafted,155.0,PHI,2024,,21.0,,4.4,7.13,31.5,9.25,,74.75,58.7,73.2,,78.5,4.82,7.33,,116.0,4.5,33.0
39834,00-0039834,KIN099099,,Kamren Kinchens,SAF,2510,LAR,2025,71,207,2002-09-29,22.923,Miami,Atlantic Coast Conference,2,26,3,Undrafted,99.0,LAR,2024,4.65,,110.0,,,31.25,9.75,35.0,75.0,57.8,72.7,,75.6,4.6,,13.0,,,
39835,00-0039835,EBO415291,,Justin Eboigbe,DT,4400,LAC,2025,77,292,2001-04-09,24.397,Alabama,Southeastern Conference,2,92,4,Undrafted,105.0,LAC,2024,5.18,,,,,33.375,9.75,28.0,80.75,62.7,65.2,,67.1,,,,,,
39838,00-0039838,BUL475420,,Calen Bullock,SAF,2120,HOU,2025,75,190,2003-04-30,22.339,USC,Pacific Twelve Conference,2,2,3,Undrafted,78.0,HOU,2024,4.48,,,,,32.5,9.0,,78.125,71.2,72.6,,64.9,,,8.0,120.0,,33.0
39844,00-0039844,SUA474618,,Kingsley Suamataia,OT,2310,KC,2025,76,326,2003-01-18,22.619,BYU,Big Twelve Conference,2,76,2,Undrafted,63.0,KC,2024,5.04,31.0,110.0,,,34.25,10.625,28.0,82.125,88.6,79.9,,71.9,,,,,,
39851,00-0039851,MAY289639,,Drake Maye,QB,3200,NE,2025,76,225,2002-08-30,23.005,North Carolina,Atlantic Coast Conference,2,10,1,Undrafted,3.0,NE,2024,,,,,,32.25,9.125,,76.125,76.7,84.9,,87.7,,,,,,
39852,00-0039852,VER641394,,Jared Verse,LB,2510,LAR,2025,76,260,2000-11-04,24.822,Florida State,Atlantic Coast Conference,2,8,1,Undrafted,19.0,LAR,2024,4.58,31.0,127.0,4.44,7.31,33.5,9.875,35.0,79.5,78.6,85.8,,83.4,,,,,,
39860,00-0039860,MCK667314,,Kool-Aid McKinstry,CB,3300,NO,2025,71,199,2002-09-30,22.921,Alabama,Southeastern Conference,2,4,2,Undrafted,41.0,NO,2024,,,,,,32.0,8.5,,75.875,79.1,81.1,,74.4,4.47,,,121.0,,34.5
39867,00-0039867,BUL364409,,Javon Bullard,SAF,1800,GB,2025,70,198,2002-09-05,22.989,Georgia,Southeastern Conference,2,20,2,Undrafted,58.0,GB,2024,4.47,,,,,30.75,9.0,,73.875,86.6,82.0,,77.7,,7.0,16.0,,3.97,33.0
39868,00-0039868,FRA545210,,Troy Franklin,WR,1400,DEN,2025,75,180,2003-02-06,22.567,Oregon,Pacific Twelve Conference,2,11,4,Undrafted,102.0,DEN,2024,4.41,,124.0,4.31,6.9,31.875,8.75,39.0,77.25,73.6,82.7,,85.7,,,,,,
39871,00-0039871,FAU766320,,Troy Fautanu,OT,3900,PIT,2025,76,317,2000-10-11,24.888,Washington,Pacific Twelve Conference,2,76,1,Undrafted,20.0,PIT,2024,5.01,,113.0,,,34.5,9.5,32.5,81.5,93.4,83.4,,76.5,,,29.0,,,
39872,00-0039872,BIS244955,,Cole Bishop,SAF,610,BUF,2025,74,207,2002-10-24,22.855,Utah,Pacific Twelve Conference,2,24,2,Undrafted,60.0,BUF,2024,4.45,,124.0,,,29.75,9.5,39.0,73.0,81.8,76.8,,70.2,,,,,,
39879,00-0039879,SOL228092,,Javon Solomon,DE,610,BUF,2025,73,246,2001-01-17,24.621,Troy,Sun Belt Conference,2,56,5,Undrafted,168.0,BUF,2024,4.72,23.0,119.0,,,33.875,10.75,37.0,80.25,70.0,71.9,,78.5,,7.27,27.0,,4.39,
39880,00-0039880,WAS519225,,Malik Washington,WR,2700,MIA,2025,68,195,2000-10-20,24.863,Virginia,Atlantic Coast Conference,2,6,6,Undrafted,184.0,MIA,2024,4.47,19.0,126.0,,,30.375,9.25,42.5,72.875,76.4,78.2,,76.4,,6.87,,,4.26,
39896,00-0039896,FRA828596,,Zach Frazier,C,3900,PIT,2025,75,310,2001-08-29,24.008,West Virginia,Big Twelve Conference,2,54,2,Undrafted,51.0,PIT,2024,,30.0,,,,32.25,10.875,,78.5,78.9,79.8,,78.7,5.26,7.85,,100.0,4.69,28.0
39898,00-0039898,SAI624938,,Mike Sainristil,CB,5110,WAS,2025,70,182,2000-10-03,24.91,Michigan,Big Ten Conference,2,0,2,Undrafted,50.0,WAS,2024,4.47,14.0,131.0,4.01,6.99,30.875,8.5,40.0,74.5,71.7,72.2,,67.2,,6.95,,,4.18,
39902,00-0039902,BRA659472,,Chris Braswell,LB,4900,TB,2025,75,255,2001-10-25,23.852,Alabama,Southeastern Conference,2,43,2,Undrafted,57.0,TB,2024,4.6,,115.0,,,33.25,9.375,33.5,81.375,72.6,75.8,,75.5,,,,,,
39904,00-0039904,MOR166787,,Jordan Morgan,OT,1800,GB,2025,77,311,2001-08-04,24.077,Arizona,Pacific Twelve Conference,2,77,1,Undrafted,25.0,GB,2024,5.04,,110.0,,,32.875,10.875,28.0,81.375,88.2,78.1,,63.5,,,27.0,,,
39905,00-0039905,BAR768688,,Graham Barton,C,4900,TB,2025,77,314,2002-06-01,23.252,Duke,Atlantic Coast Conference,2,62,1,Undrafted,26.0,TB,2024,,,,,,32.875,9.375,,79.75,99.0,82.5,,66.5,4.95,7.31,,,4.55,
39906,00-0039906,NEW714885,,Jer'Zhan Newton,DT,5110,WAS,2025,74,295,2002-08-31,23.003,Illinois,Big Ten Conference,2,95,2,Undrafted,36.0,WAS,2024,,,,,,32.375,9.5,,75.875,75.8,84.4,,87.7,,,,,,
39918,00-0039918,WIL176897,,Caleb Williams,QB,810,CHI,2025,73,226,2001-11-18,23.786,USC,Pacific Twelve Conference,2,18,1,Undrafted,1.0,CHI,2024,,,,,,32.0,9.75,,75.875,79.1,88.3,,94.8,,,,,,
39924,00-0039924,TUR246013,,Dallas Turner,LB,3000,MIN,2025,75,247,2003-02-02,22.578,Alabama,Southeastern Conference,2,15,1,Undrafted,17.0,MIN,2024,4.46,,127.0,,,34.375,9.875,40.5,83.0,85.0,84.4,,84.3,,,20.0,,,
39925,00-0039925,MIM574524,,Amarius Mims,OT,920,CIN,2025,80,350,2002-10-14,22.882,Georgia,Southeastern Conference,2,71,1,Undrafted,18.0,CIN,2024,5.07,,111.0,,,36.125,11.25,25.5,86.75,85.7,85.2,,79.5,,,,,,
39875,00-0039875,DAV632804,,Ray Davis,RB,610,BUF,2025,68,220,1999-11-20,25.781,Kentucky,Southeastern Conference,2,22,4,Undrafted,128.0,BUF,2024,4.52,,119.0,4.51,,30.25,8.875,35.0,72.25,70.7,74.6,,71.3,,,21.0,,4.33,
39899,00-0039899,PAU315620,,Patrick Paul,OT,2700,MIA,2025,79,326,2001-11-01,23.833,Houston,Big Twelve Conference,2,52,2,Undrafted,55.0,MIA,2024,5.13,30.0,,,7.65,36.25,9.375,29.0,86.25,86.7,78.5,,72.0,,,,,4.71,
39751,00-0039751,WHI807684,,Jordan Whittington,WR,2510,LAR,2025,73,202,2000-10-01,24.915,Texas,Big Twelve Conference,2,88,6,Undrafted,213.0,LAR,2024,,18.0,,,,30.375,10.0,,73.625,73.4,66.3,,56.6,4.47,6.8,,120.0,4.12,36.0
39340,00-0039340,LAT726759,,Laiatu Latu,DE,2200,IND,2025,77,265,2000-12-31,24.666,UCLA,Pacific Twelve Conference,2,97,1,Undrafted,15.0,IND,2024,4.64,,116.0,,,32.625,9.625,32.0,78.25,75.3,85.3,,91.7,,7.09,,,4.34,
39343,00-0039343,LAS641535,,Kamari Lassiter,CB,2120,HOU,2025,72,180,2003-01-23,22.605,Georgia,Southeastern Conference,2,4,2,Undrafted,42.0,HOU,2024,,,,4.12,6.62,30.875,8.875,,73.75,58.4,72.3,,72.3,4.64,,,,4.08,
39369,00-0039369,HAR659973,,Cam Hart,CB,4400,LAC,2025,74,207,2000-12-05,24.737,Notre Dame,Independent,2,20,5,Undrafted,140.0,LAC,2024,4.5,11.0,130.0,4.24,7.12,33.0,9.375,39.5,78.875,70.7,70.8,,63.2,,,,,,
39380,00-0039380,SMI830146,,Chau Smith-Wade,CB,750,CAR,2025,71,176,2002-09-17,22.956,Washington State,Pacific Twelve Conference,2,26,5,Undrafted,157.0,CAR,2024,4.54,18.0,125.0,4.32,7.05,30.25,9.125,34.5,72.375,60.2,65.5,,65.0,4.59,,,,,
39410,00-0039410,FLO245061,,Ryan Flournoy,WR,1200,DAL,2025,73,205,1999-10-27,25.847,Southeast Missouri State,Big South - Ohio Valley Conference,2,19,6,Undrafted,216.0,DAL,2024,4.44,19.0,132.0,,,31.625,10.125,39.5,76.125,83.6,75.3,,72.6,,,,,,
39417,00-0039417,HAR049297,,Myles Harden,DB,1050,CLE,2025,71,195,2001-12-13,23.718,South Dakota,Missouri Valley Football Conference,2,26,7,Undrafted,227.0,CLE,2024,4.5,13.0,118.0,3.98,6.88,29.875,9.375,35.5,74.0,72.2,70.5,,62.0,,,,,,
39430,00-0039430,WIL332566,,James Williams,LB,2100,TEN,2025,76,232,2003-02-15,22.542,Miami,Atlantic Coast Conference,2,52,7,Undrafted,242.0,TEN,2024,4.65,,117.0,,,33.625,9.5,30.0,80.25,59.6,66.3,,66.5,,,,,,
39736,00-0039736,GON059327,,Matt Goncalves,OL,2200,IND,2025,78,317,2001-01-26,24.597,Pittsburgh,Atlantic Coast Conference,2,71,3,Undrafted,79.0,IND,2024,,,,,,33.25,9.0,,81.25,72.1,67.3,,58.8,5.2,,19.0,,4.89,30.5
39744,00-0039744,BOR657714,,Tanor Bortolini,G,2200,IND,2025,76,303,2002-06-17,23.208,Wisconsin,Big Ten Conference,2,60,4,Undrafted,117.0,IND,2024,4.94,21.0,112.0,4.28,7.16,31.5,10.0,32.5,77.625,97.4,76.4,,66.5,,,27.0,,,
39755,00-0039755,LEV473045,,KT Leveston,OL,1050,CLE,2025,76,335,1999-10-28,25.844,Kansas State,Big Twelve Conference,2,72,7,Undrafted,254.0,LAR,2024,5.38,25.0,108.0,4.89,,34.375,9.875,27.5,81.125,69.9,65.1,,56.5,,7.9,,,4.85,
39798,00-0039798,DAV410574,,Isaiah Davis,RB,3430,NYJ,2025,73,220,2002-02-21,23.526,South Dakota State,Missouri Valley Football Conference,2,32,5,Undrafted,173.0,NYJ,2024,4.57,23.0,119.0,,,31.125,10.25,34.5,74.875,71.9,78.1,,80.5,,,,,4.3,
39813,00-0039813,WIL277058,,Evan Williams,SAF,1800,GB,2025,71,200,2001-07-28,24.096,Oregon,Pacific Twelve Conference,2,33,4,Undrafted,111.0,GB,2024,4.6,,126.0,,,30.125,10.125,40.5,72.875,72.3,69.5,,67.3,4.59,7.1,18.0,,4.08,
39841,00-0039841,DEJ226521,,Cooper DeJean,CB,3700,PHI,2025,72,198,2003-02-09,22.559,Iowa,Big Ten Conference,2,33,2,Undrafted,40.0,PHI,2024,,,,,,31.125,9.625,,74.875,81.9,86.7,,88.6,4.46,,16.0,124.0,,38.5
39846,00-0039846,SMI765745,,Tykee Smith,DB,4900,TB,2025,70,202,2001-02-18,24.534,Georgia,Southeastern Conference,2,23,3,Undrafted,89.0,TB,2024,4.46,,120.0,,,31.625,9.25,36.0,74.75,75.9,71.1,,70.9,,7.01,16.0,,4.33,
39850,00-0039850,COO535990,,Edgerrin Cooper,LB,1800,GB,2025,74,229,2001-11-17,23.789,Texas A&M,Southeastern Conference,2,56,2,Undrafted,45.0,GB,2024,4.51,,118.0,,,34.0,9.75,34.5,80.25,78.3,82.7,,83.0,4.52,7.2,,120.0,4.27,33.5
39857,00-0039857,FIS188380,,Blake Fisher,OT,2120,HOU,2025,78,310,2003-03-25,22.438,Notre Dame,Independent,2,57,2,Undrafted,59.0,HOU,2024,5.2,,114.0,4.73,7.76,34.375,10.0,28.0,83.0,74.9,73.9,,68.9,,,22.0,,,
39858,00-0039858,GRA613330,,Cedric Gray,LB,2100,TEN,2025,74,235,2002-10-30,22.838,North Carolina,Atlantic Coast Conference,2,33,4,Undrafted,106.0,TEN,2024,4.64,17.0,120.0,,,32.5,9.0,35.5,78.375,71.2,75.9,,76.2,,7.19,,,4.54,
39888,00-0039888,MIT626299,,Quinyon Mitchell,CB,3700,PHI,2025,72,193,2001-07-18,24.123,Toledo,Mid-American Conference,2,27,1,Undrafted,22.0,PHI,2024,4.33,20.0,122.0,,,31.0,9.25,38.0,75.75,86.3,84.5,,76.1,,,,,,
39890,00-0039890,MIT056120,,Adonai Mitchell,WR,3430,NYJ,2025,74,205,2002-10-08,22.899,Texas,Big Twelve Conference,2,15,2,Undrafted,52.0,IND,2024,4.34,,136.0,,,32.375,9.0,39.5,77.625,88.9,80.6,,68.8,,,,,,
39912,00-0039912,SIN713776,,Ben Sinnott,TE,5110,WAS,2025,76,245,2002-06-14,23.216,Kansas State,Big Twelve Conference,2,82,2,Undrafted,53.0,WAS,2024,4.68,,126.0,4.23,6.82,32.375,9.5,40.0,77.5,87.2,78.4,,73.3,,,,,,40.0
39915,00-0039915,MCC512833,,Ladd McConkey,WR,4400,LAC,2025,72,185,2001-11-11,23.806,Georgia,Southeastern Conference,2,15,2,Undrafted,34.0,LAC,2024,4.39,13.0,124.0,,,30.25,8.625,36.0,72.0,82.5,79.8,,74.2,,6.72,,,3.97,
39815,00-0039815,KNI756662,,Tyrice Knight,LB,4600,SEA,2025,72,233,1999-12-20,25.699,Texas-El Paso,Conference USA,2,48,4,Undrafted,118.0,SEA,2024,4.63,21.0,119.0,4.4,7.25,32.5,9.25,34.5,80.375,75.9,72.1,,69.8,,,,,,
39342,00-0039342,LEG145351,,Xavier Legette,WR,750,CAR,2025,75,227,2001-01-29,24.589,South Carolina,Southeastern Conference,2,17,1,Undrafted,32.0,CAR,2024,4.39,,126.0,,,31.875,9.0,40.0,77.5,83.5,79.8,,73.7,,,24.0,,,
39357,00-0039357,RIC408250,,Decamerion Richardson,CB,2520,LV,2025,74,192,2001-03-16,24.463,Mississippi State,Southeastern Conference,2,25,4,Undrafted,112.0,LV,2024,4.34,,128.0,,,32.375,8.875,35.0,77.875,77.6,68.3,,66.8,,6.96,8.0,,4.26,33.5
39366,00-0039366,STI398856,,Tarheeb Still,DB,4400,LAC,2025,73,196,2002-06-09,23.23,Maryland,Big Ten Conference,2,29,5,Undrafted,137.0,LAC,2024,4.52,,120.0,,,29.625,9.125,38.0,73.125,62.2,63.9,,67.5,4.49,,,,4.19,
39384,00-0039384,TRA116277,,Tyrone Tracy Jr.,RB,3410,NYG,2025,71,210,1999-11-23,25.773,Purdue,Big Ten Conference,2,29,5,Undrafted,166.0,NYG,2024,4.48,,124.0,4.06,6.81,31.75,9.125,40.0,76.625,88.0,74.3,,67.4,,,20.0,,,
39746,00-0039746,SHI386967,,Will Shipley,RB,3700,PHI,2025,71,210,2002-08-29,23.008,Clemson,Atlantic Coast Conference,2,28,4,Undrafted,127.0,PHI,2024,,,,,,30.25,9.625,,74.125,82.6,75.0,,66.3,4.45,6.88,16.0,122.0,4.1,38.5
39796,00-0039796,ALI140900,,Rasheen Ali,RB,325,BAL,2025,71,210,2001-02-16,24.539,Marshall,Sun Belt Conference,2,26,5,Undrafted,165.0,BAL,2024,,,,,,31.25,8.625,,,77.4,70.4,,65.2,,,,,,
39847,00-0039847,JOH679524,,Theo Johnson,TE,3410,NYG,2025,78,264,2001-02-26,24.512,Penn State,Big Ten Conference,2,84,4,Undrafted,107.0,NYG,2024,4.57,,125.0,4.19,7.15,33.0,10.25,39.5,80.75,90.3,78.0,,66.9,,,19.0,,,
39854,00-0039854,ROB388955,,Darius Robinson,DL,3800,ARI,2025,77,285,2001-09-13,23.967,Missouri,Southeastern Conference,2,56,1,Undrafted,27.0,ARI,2024,4.95,21.0,111.0,,,34.5,10.625,35.0,84.375,64.8,73.7,,75.9,,7.87,28.0,,4.76,
39859,00-0039859,DOR149742,,Brandon Dorlus,DE,200,ATL,2025,75,295,2001-03-22,24.446,Oregon,Pacific Twelve Conference,2,54,4,Undrafted,109.0,ATL,2024,4.85,,111.0,4.85,7.43,33.25,9.375,30.5,80.875,71.3,68.6,,63.3,,,,,,
39876,00-0039876,VAN715349,,Sedrick Van Pran-Granger,C,610,BUF,2025,76,310,2001-10-23,23.858,Georgia,Southeastern Conference,2,62,5,Undrafted,141.0,BUF,2024,5.2,,,4.82,7.46,31.375,9.5,,78.625,63.1,72.0,,71.3,,,,,,
39911,00-0039911,ROB380868,,Chop Robinson,LB,2700,MIA,2025,75,254,2003-01-02,22.663,Penn State,Big Ten Conference,2,44,1,Undrafted,21.0,MIA,2024,4.48,,128.0,4.25,,32.5,9.125,34.5,76.25,91.4,84.0,,73.5,,7.01,,,,
39370,00-0039370,BER779588,,JD Bertrand,LB,200,ATL,2025,73,230,2000-05-05,25.323,Notre Dame,Independent,2,40,5,Undrafted,143.0,ATL,2024,,20.0,,,,30.625,9.75,,74.875,68.9,66.5,,63.8,,,,,,
39345,00-0039345,GRE331722,,Renardo Green,CB,4500,SF,2025,72,186,2000-11-09,24.808,Florida State,Atlantic Coast Conference,2,0,2,Undrafted,64.0,SF,2024,4.49,,130.0,,,31.25,9.125,37.5,74.75,63.8,64.9,,62.6,,,,,4.28,
39363,00-0039363,GUE547677,,Isaac Guerendo,RB,4500,SF,2025,72,221,2000-06-28,25.175,Louisville,Atlantic Coast Conference,2,31,4,Undrafted,129.0,SF,2024,4.33,,129.0,4.15,6.94,30.75,9.25,41.5,74.875,95.3,80.0,,69.0,,,17.0,,,
