Rank,playerId,gsisPlayerId,league,playerImageId,headshotUrl,player,playerFullName,position,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamImageId,currentNFLTeamId,currentNFLTeamAbbrev,currentNFLTeamName,currentNFLStatus,lastNFLTeamId,lastNFLTeamAbbrev,lastNFLTeamName,lastNFLTeamLocation,lastNFLTeamFullName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,College,pro_day_40,pro_day_10_split,pro_day_3_cone,pro_day_vertical,pro_day_broad,pro_day_bench,combine_40,combine_10_split,combine_3_cone,combine_vertical,combine_broad,combine_bench,height,weight,hand_size,wing_span,arm_length,CmbnScr,AthleteScr,ProdScr,SizeScr,G,null
1,31580,00-0031580,NFL,MAS237768,https://static.www.nfl.com/image/upload/{formatInstructions}/league/h2j9pcx5k3kfbxgq1bb7,Shaquille Mason,Shaquille Mason,G,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Georgia Tech,-,-,,,,,-,-,-,-,,,73,310,-,,-,-,-,-,-,152,
1,31740,00-0031740,NFL,HEW203041,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lw2m7oyputkdykbaz0cu,Neville Hewitt,Neville Hewitt,LB,New York Giants,NYG,3410,3410,3410,NYG,Giants,ACT,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Marshall,-,-,,,,,-,-,-,-,,,74,234,-,,-,-,-,-,-,161,
1,31744,00-0031744,NFL,LAC529668,https://static.www.nfl.com/image/private/{formatInstructions}/league/yt2cjnrobixknkfi5vud,Matt LaCosse,Matt LaCosse,TE,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Illinois,-,-,,,,,-,-,-,-,,,78,255,-,,-,-,-,-,-,34,
1,31852,00-0031852,NFL,AND652945,https://static.www.nfl.com/image/private/{formatInstructions}/league/wgk8dyj0opob0dgutfz6,David Andrews,David Andrews,C,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Georgia,-,-,,,,,-,-,-,-,,,75,300,-,,-,-,-,-,-,124,
1,31856,00-0031856,NFL,KIN317519,https://static.www.nfl.com/image/private/{formatInstructions}/league/xikcikwohuyr11a1slni,Brandon King,Brandon King,OLB,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Auburn,-,-,,,,,-,-,-,-,,,74,220,-,,-,-,-,-,-,73,
1,31868,00-0031868,NFL,BYR127180,https://static.www.nfl.com/image/private/{formatInstructions}/league/cskulleqxehtrgkqsl3u,Damiere Byrd,Damiere Byrd,WR,Buffalo Bills,BUF,610,610,,,,NOR,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,South Carolina,-,-,,,,,-,-,-,-,,,69,180,-,,-,-,-,-,-,76,
1,31934,00-0031934,NFL,SMI202710,https://static.www.nfl.com/image/private/{formatInstructions}/league/sxvloat4tcr7e6eghply,Devin Smith,Devin Smith,WR,Carolina Panthers,CAR,750,750,,,,NOR,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#0085CF,NFC,Ohio State,-,-,,,,,4.42,1.56,-,39.0,122,10,73,199,9.000,75.125,31.000,79.6,81.1,75.0,71.4,19,
1,31938,00-0031938,NFL,DAV212103,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ibgkgyqnokly4ppjgasx,Carl Davis,Carl Davis,DT,Washington Commanders,WAS,5110,5110,,,,NOR,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,Iowa,-,-,,,,,5.07,1.73,7.91,33.0,103,,77,335,11.000,84.75,34.625,68.1,73.7,67.0,87.5,78,
1,31941,00-0031941,NFL,CRO697273,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rfysbrjrvfdr72cx8who,Jamison Crowder,Jamison Crowder,WR,Washington Commanders,WAS,5110,5110,,,,NOR,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,Duke,-,-,,,,,4.56,1.70,7.17,37.0,115,10,69,177,8.750,72.625,30.375,68.3,55.7,73.2,62.7,123,
1,32054,00-0032054,NFL,PER440170,https://static.www.nfl.com/image/private/{formatInstructions}/league/zpwov1n42bi5lsqdlxhh,Breshad Perriman,Breshad Perriman,WR,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,UCF,4.26,1.51,,36.5,127,18,-,-,-,-,,,74,215,9.250,79.375,32.000,84.0,93.7,73.6,79.0,80,
1,32098,00-0032098,NFL,BRO365389,https://static.www.nfl.com/image/private/{formatInstructions}/league/fnhg5hbp5sjn3uuanqua,Daniel Brown,Daniel Brown,TE,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#115740,AFC,James Madison,-,-,,,,,-,-,-,-,,,77,247,-,,-,-,-,-,-,86,
1,32228,00-0032228,NFL,CAR054160,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cs3qvfnrrxiubflqqw2i,Joe Cardona,Joe Cardona,LS,Miami Dolphins,MIA,2700,2700,2700,MIA,Dolphins,ACT,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Navy,-,-,,,,,4.91,1.70,-,33.0,,30,74,241,9.625,75.375,31.500,-,-,-,-,177,
1,32248,00-0032248,NFL,HAG352499,https://static.www.nfl.com/image/private/{formatInstructions}/league/y6vab0kwgq8mghurpiy7,Bryce Hager,Bryce Hager,ILB,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#115740,AFC,Baylor,-,-,,,,,4.60,1.60,7.15,35.0,117,26,73,237,9.000,74.375,31.375,68.8,73.1,64.9,67.9,79,
1,32269,00-0032269,NFL,AND287484,https://static.www.nfl.com/image/private/{formatInstructions}/league/whijicwi8dymk1zhlafi,Henry Anderson,Henry Anderson,DE,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Stanford,-,-,,,,,4.97,1.74,7.20,30.0,111,,78,301,9.750,79.5,33.500,84.6,79.7,87.9,81.1,89,
1,32319,00-0032319,NFL,TRA542942,https://static.www.nfl.com/image/private/{formatInstructions}/league/pqolizpud8fnjlh1s44h,Ross Travis,Ross Travis,TE,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Penn State,-,-,,,,,-,-,-,-,,,79,235,-,,-,-,-,-,-,29,
1,32391,00-0032391,NFL,THU198074,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fstgjypwv8bcpfaae5mi,Joe Thuney,Joe Thuney,G,Chicago Bears,CHI,810,810,810,CHI,Bears,ACT,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,N.C. State,-,-,,,,,4.95,1.70,7.47,28.5,110,28,77,301,9.625,79,32.250,79.2,82.4,70.0,73.1,163,
1,32407,00-0032407,NFL,LEW035528,https://static.www.nfl.com/image/private/{formatInstructions}/league/xcschircj5zisrx1mem0,Alex Lewis,Alex Lewis,T,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#115740,AFC,Nebraska,-,-,,,,,5.22,1.84,7.94,29.5,100,27,78,305,10.000,81.25,34.000,64.2,67.7,56.6,78.4,44,
1,32466,00-0032466,NFL,FAN401790,https://static.www.nfl.com/image/upload/{formatInstructions}/league/weyqunb0xlroc0uuydjg,George Fant,George Fant,OT,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,ACT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,Western Kentucky,-,-,,,,,-,-,-,-,,,77,296,-,,-,-,-,-,-,105,
1,32496,00-0032496,NFL,FAR160452,https://static.www.nfl.com/image/private/{formatInstructions}/league/yz4nj2cu0emfjudr3ofz,Matthias Farley,Matthias Farley,FS,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Notre Dame,-,-,,,,,-,-,-,-,,,71,209,-,,-,-,-,-,-,105,
1,32566,00-0032566,NFL,COL378757,https://static.www.nfl.com/image/private/{formatInstructions}/league/euwyfno3natk9lvhqsas,Trevon Coley,Trevon Coley,DT,Tennessee Titans,TEN,2100,2100,,,,NOR,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,Florida Atlantic,-,-,,,,,-,-,-,-,,,73,310,-,,-,-,-,-,-,44,
1,32573,00-0032573,NFL,ONW652601,https://static.www.nfl.com/image/private/{formatInstructions}/league/fy2subrcuff9d8fbbozl,Patrick Onwuasor,Patrick Onwuasor,ILB,Las Vegas Raiders,LV,2520,2520,,,,NOR,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,Portland State,-,-,,,,,-,-,-,-,,,72,227,-,,-,-,-,-,-,64,
1,32580,00-0032580,NFL,JON495280,https://static.www.nfl.com/image/upload/{formatInstructions}/league/shh2jg4hjsp0xwlnchv1,Jonathan Jones,Jonathan Jones,CB,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,ACT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,Auburn,-,-,,,,,4.33,1.47,7.25,36.0,123,19,70,185,8.750,72.125,30.250,67.8,81.7,67.6,61.9,144,
1,32596,00-0032596,NFL,POO231564,https://static.www.nfl.com/image/private/{formatInstructions}/league/clcb7mu29xsk9fkzl2he,Brian Poole,Brian Poole,CB,Indianapolis Colts,IND,2200,2200,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#013369,AFC,Florida,-,-,,,,,-,-,-,-,,,70,213,-,,-,-,-,-,-,70,
1,32760,00-0032760,NFL,DOC662393,https://static.www.nfl.com/image/private/{formatInstructions}/league/mkq3ycvjnr0ltb0yjczi,Josh Doctson,Josh Doctson,WR,Arizona Cardinals,ARI,3800,3800,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#97233F,NFC,TCU,-,-,,,,,4.50,1.48,6.84,41.0,131,14,74,205,9.875,76.625,31.875,85.9,88.1,83.6,80.2,34,
1,32779,00-0032779,NFL,BEN029661,https://static.www.nfl.com/image/private/{formatInstructions}/league/aqawofzbc1jpvqbvuw2p,Caleb Benenoch,Caleb Benenoch,G,New Orleans Saints,NO,3300,3300,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#000000,NFC,UCLA,-,-,,,,,4.98,1.68,8.15,28.0,104,,77,305,10.000,82.5,34.125,62.7,60.1,55.3,77.2,36,
1,32794,00-0032794,NFL,VIT349599,https://static.www.nfl.com/image/private/{formatInstructions}/league/x9z1hqodjhb8dio4dr1w,Dan Vitale,Dan Vitale,FB,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Northwestern,-,-,,,,,4.60,1.59,7.12,38.5,123,30,72,239,9.750,75.625,31.750,-,-,-,-,44,
1,32970,00-0032970,NFL,JEN295944,https://static.www.nfl.com/image/private/{formatInstructions}/league/dwdlmnbznpvpudy545ft,Jordan Jenkins,Jordan Jenkins,OLB,Las Vegas Raiders,LV,2520,2520,,,,NOR,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,Georgia,-,-,,,,,4.80,1.64,-,36.5,121,16,75,260,11.250,83.375,34.250,74.6,71.6,76.2,71.8,83,
1,33011,00-0033011,NFL,MCG526326,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ldgfrqc1yt4lkktp1iky,Connor McGovern,Connor McGovern,C,New York Jets,NYJ,3430,3430,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#115740,AFC,Missouri,-,-,,,,,5.11,1.76,7.50,33.0,109,33,76,306,10.375,79.5,32.875,73.4,82.6,61.6,79.2,109,
1,33102,00-0033102,NFL,AGU080357,https://static.www.nfl.com/image/private/{formatInstructions}/league/hpstdltdmw7f6qqi7roa,Roberto Aguayo,Roberto Aguayo,K,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Florida State,-,-,,,,,4.96,-,-,-,,,72,204,9.875,74.25,31.750,-,-,-,-,16,
1,33122,00-0033122,NFL,CAL422827,https://static.www.nfl.com/image/private/{formatInstructions}/league/izc67q2zazfdr3hpkrez,Shilique Calhoun,Shilique Calhoun,OLB,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,Michigan State,-,-,,,,,4.82,1.69,6.97,35.0,115,23,76,260,9.875,82.25,34.250,70.8,68.7,73.5,74.3,51,
1,33138,00-0033138,NFL,FIC665846,https://static.www.nfl.com/image/private/{formatInstructions}/league/mbrrrcrgypbjsbxxdxki,Sam Ficken,Sam Ficken,K,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Penn State,-,-,,,,,-,-,-,-,,,73,192,9.000,75,31.000,-,-,-,-,28,
1,33260,00-0033260,NFL,HEN540649,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dzwef96yf2ovfdcppbmo,Thomas Hennessy,Thomas Hennessy,LS,New York Jets,NYJ,3430,3430,3430,NYJ,Jets,ACT,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Duke,-,-,,,,,-,-,-,-,,,74,246,-,,-,-,-,-,-,149,
1,33290,00-0033290,NFL,ELU177981,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xqlquhcisz9ykfedvele,Jermaine Eluemunor,Jermaine Eluemunor,G,New York Giants,NYG,3410,3410,3410,NYG,Giants,ACT,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Texas A&M,-,-,,,,,5.22,1.84,-,-,,34,76,338,9.500,79.25,33.250,70.7,78.1,61.6,80.7,118,
1,33300,00-0033300,NFL,MCD175819,https://static.www.nfl.com/image/upload/{formatInstructions}/league/v0n8mrrqv0a03zok2kvg,Conor McDermott,Conor McDermott,OT,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,UCLA,-,-,,,,,5.18,1.81,7.52,28.5,105,,80,305,11.000,82.25,34.750,64.0,76.1,52.5,90.7,54,
1,33324,00-0033324,NFL,BOW172625,https://static.www.nfl.com/image/private/{formatInstructions}/league/h6ioogkk8kw2ik3vfdjd,Tashawn Bower,Tashawn Bower,DE,Las Vegas Raiders,LV,2520,2520,,,,NOR,3410,NYG,Giants,New York,New York Giants,,,,,#000000,AFC,LSU,-,-,,,,,4.82,1.66,7.20,31.5,121,20,77,250,9.875,79.75,33.375,62.5,66.6,62.1,71.7,26,
1,33366,00-0033366,NFL,ADE085874,https://static.www.nfl.com/image/private/{formatInstructions}/league/yy63bfagtguapbjfliap,Quincy Adeboyejo,Quincy Adeboyejo,WR,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Mississippi,-,-,,,,,4.42,1.48,6.73,34.5,123,8,75,200,9.375,77.25,31.750,69.2,86.7,55.5,77.4,1,
1,33381,00-0033381,NFL,BUT106408,https://static.www.nfl.com/image/upload/{formatInstructions}/league/t9cxogz67nugvjyqif73,Adam Butler,Adam Butler,DT,Las Vegas Raiders,LV,2520,2520,2520,LV,Raiders,ACT,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,Vanderbilt,-,-,,,,,-,-,-,-,,,77,300,-,,-,-,-,-,-,129,
1,33392,00-0033392,NFL,LAN585903,https://static.www.nfl.com/image/private/{formatInstructions}/league/aydxopdtyvmbju00gmyt,Harvey Langi,Harvey Langi,LB,Las Vegas Raiders,LV,2520,2520,,,,NOR,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,BYU,-,-,,,,,-,-,7.00,33.0,118,23,74,252,9.125,76.5,32.875,61.0,69.1,55.2,62.0,45,
1,33503,00-0033503,NFL,MAU475233,https://static.www.nfl.com/image/upload/{formatInstructions}/league/aubd7y8fpt8tdx3tci9t,Arthur Maulet,Arthur Maulet,CB,Detroit Lions,DET,1540,1540,1540,DET,Lions,ACT,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Memphis,-,-,,,,,4.62,1.62,-,34.5,120,18,69,190,9.625,74.125,31.250,60.3,59.5,59.9,67.7,94,
1,33750,00-0033750,NFL,KOL701546,https://static.www.nfl.com/image/private/{formatInstructions}/league/hsvjsim2dlrhchvvktzs,Leo Koloamatangi,Leo Koloamatangi,C,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#115740,AFC,Hawaii,-,-,,,,,-,-,-,-,,,77,310,-,,-,-,-,-,-,0,
1,33779,00-0033779,NFL,VIR289610,https://static.www.nfl.com/image/private/{formatInstructions}/league/cpgutvhrcpu537ytonqd,Dee Virgin,Dee Virgin,DB,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,West Alabama,-,-,,,,,-,-,-,-,,,69,195,-,,-,-,-,-,-,23,
1,33859,00-0033859,NFL,MAL678958,https://static.www.nfl.com/image/private/{formatInstructions}/league/q0qpgsvrkxi4al0dkjij,Josh Malone,Josh Malone,WR,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Tennessee,-,-,,,,,4.40,1.54,7.05,30.5,121,10,75,205,9.625,76.625,31.375,72.6,73.2,71.0,79.9,26,
1,33892,00-0033892,NFL,MAY291409,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jkqmwuujqfh8kir8wzdq,Marcus Maye,Marcus Maye,FS,Los Angeles Chargers,LAC,4400,4400,4400,LAC,Chargers,DEV,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,Florida,4.50,-,7.1,33.5,118,,-,-,-,-,,,72,207,9.125,77.25,32.500,78.8,69.5,79.5,76.8,93,
1,33909,00-0033909,NFL,ELF177981,https://static.www.nfl.com/image/private/{formatInstructions}/league/t5un8s4gk7guev4prq4k,Pat Elflein,Pat Elflein,C,Arizona Cardinals,ARI,3800,3800,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#97233F,NFC,Ohio State,-,-,,,,,5.32,1.88,7.94,23.5,99,22,75,303,9.750,79.125,33.250,69.9,51.3,72.9,71.5,65,
1,33917,00-0033917,NFL,BAS140463,https://static.www.nfl.com/image/private/{formatInstructions}/league/jdy7wcc1g0aw6ujtugbl,Tarell Basham,Tarell Basham,DE,Tennessee Titans,TEN,2100,2100,,,,NOR,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#002244,AFC,Ohio,-,-,,,,,4.70,1.61,7.27,31.5,119,15,76,266,10.250,79.625,34.250,69.7,76.3,64.8,78.1,82,
1,33947,00-0033947,NFL,WIS078731,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kmshfa3dfehklgdh1lrk,Deatrich Wise,Deatrich Wise,DE,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,RES,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,Arkansas,-,-,,,,,4.92,1.70,7.07,33.0,124,22,77,280,10.500,84.875,35.625,70.0,73.8,67.1,89.2,128,
1,33963,00-0033963,NFL,SMA791275,https://static.www.nfl.com/image/private/{formatInstructions}/league/e5zudbrpqe60xnsmoogt,Tanzel Smart,Tanzel Smart,DT,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Tulane,-,-,,,,,5.24,1.86,7.53,27.0,105,22,73,295,9.625,80.75,32.875,65.5,56.8,69.2,64.2,41,
1,33997,00-0033997,NFL,SHE251811,https://static.www.nfl.com/image/private/{formatInstructions}/league/wcrxkfmrtn0ccupnqzj4,Brady Sheldon,Brady Sheldon,OLB,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#115740,AFC,Ferris State,-,-,,,,,-,-,-,-,,,77,231,-,,-,-,-,-,-,5,
1,34097,00-0034097,NFL,TOR111904,https://static.www.nfl.com/image/private/{formatInstructions}/league/t4lazoz6x8sd2uqhhyds,Najee Toran,Najee Toran,G,Washington Commanders,WAS,5110,5110,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#5A1414,NFC,UCLA,-,-,,,,,-,-,-,-,,,74,305,-,,-,-,-,-,-,0,
1,34248,00-0034248,NFL,CAM260095,https://static.www.nfl.com/image/upload/{formatInstructions}/league/niou8nbhpkmao45zccm7,Elijah Campbell,Elijah Campbell,DB,Miami Dolphins,MIA,2700,2700,2700,MIA,Dolphins,RES,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Northern Iowa,-,-,,,,,-,-,-,-,,,71,200,-,,-,-,-,-,-,68,
1,34267,00-0034267,NFL,SCO365808,https://static.www.nfl.com/image/private/{formatInstructions}/league/npoq59gzmfmtwmrfdnhk,Jaleel Scott,Jaleel Scott,WR,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#115740,AFC,New Mexico State,-,-,,,,,4.56,1.56,7.20,34.5,124,16,77,210,10.000,81.25,33.500,66.8,65.0,68.0,89.6,4,
1,34275,00-0034275,NFL,FAT652601,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ttcdigwndhyvmhvgof25,Foley Fatukasi,Foley Fatukasi,DT,Houston Texans,HOU,2120,2120,2120,HOU,Texans,RES,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Connecticut,-,-,,,,,5.29,1.76,7.44,30.0,112,33,76,318,10.250,82,34.125,74.0,80.5,67.1,82.8,90,
1,34295,00-0034295,NFL,MUR636227,https://static.www.nfl.com/image/private/{formatInstructions}/league/cpipevl0gipudcakzihg,James Murray,James Murray,C,Jacksonville Jaguars,JAX,2250,2250,,,,NOR,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Holy Cross,-,-,,,,,-,-,-,-,,,77,305,-,,-,-,-,-,-,2,
1,34302,00-0034302,NFL,LUV652601,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tirwphxxgjmqhf2ucs9h,Frankie Luvu,Frankie Luvu,LB,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,ACT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,Washington State,-,-,,,,,-,-,-,-,,,75,236,-,,-,-,-,-,-,122,
1,34385,00-0034385,NFL,BEN696204,https://static.www.nfl.com/image/private/{formatInstructions}/league/e8rbhbuuaspg5rg9djyp,Ja'Whaun Bentley,Ja'Whaun Bentley,LB,Pittsburgh Steelers,PIT,3900,3900,3900,PIT,Steelers,CUT,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,Purdue,-,-,,,,,-,-,-,-,,,74,250,-,,-,-,-,-,-,83,
1,34401,00-0034401,NFL,WHI367864,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ctdcazjooi8u5iyf82vr,Mike White,Mike White,QB,Carolina Panthers,CAR,750,750,750,CAR,Panthers,DEV,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Western Kentucky,-,-,,,,,5.09,1.71,7.40,27.0,96,,77,216,9.500,77.625,31.875,66.2,53.1,69.5,77.7,15,
1,34419,00-0034419,NFL,BER456050,https://static.www.nfl.com/image/upload/{formatInstructions}/league/striwxmn9t0ixherw7l8,Braxton Berrios,Braxton Berrios,WR,Houston Texans,HOU,2120,2120,2120,HOU,Texans,ACT,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Miami,4.47,1.57,,36,,,-,-,-,-,,11,69,185,9.250,68.25,28.000,67.8,71.9,61.4,60.8,91,
1,34439,00-0034439,NFL,IZZ487369,https://static.www.nfl.com/image/private/{formatInstructions}/league/mrgkhzunyljetpkfadkt,Ryan Izzo,Ryan Izzo,TE,Tennessee Titans,TEN,2100,2100,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#002244,AFC,Florida State,4.86,1.70,,,,,4.94,1.66,7.15,33.0,110,18,77,255,9.000,76,32.125,61.4,57.9,56.0,70.7,19,
1,34457,00-0034457,NFL,ADA444540,https://static.www.nfl.com/image/private/{formatInstructions}/league/ppc3a6qvlxjxmkwxbphn,Josh Adams,Josh Adams,RB,New Orleans Saints,NO,3300,3300,,,,NOR,3430,NYJ,Jets,N.Y. Jets,New York Jets,,,,,#000000,NFC,Notre Dame,4.51,1.59,6.78,34,122,,-,-,-,-,,18,74,225,9.250,79.25,33.750,76.1,81.1,72.7,82.0,26,
1,34591,00-0034591,NFL,JAC239712,https://static.www.nfl.com/image/upload/{formatInstructions}/league/crvgx5lbckpmfcnoylzw,J.C. Jackson,J.C. Jackson,CB,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Maryland,-,-,,,,,4.46,-,-,35.5,120,14,73,198,8.125,75.25,31.500,-,-,-,-,77,
1,34631,00-0034631,NFL,SMI781011,https://static.www.nfl.com/image/private/{formatInstructions}/league/jjwvixdxj0lapvuqwbz9,Vyncint Smith,Vyncint Smith,WR,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Limestone,-,-,,,,,-,-,-,-,,,75,202,-,,-,-,-,-,-,29,
1,34659,00-0034659,NFL,FIN170565,https://static.www.nfl.com/image/private/{formatInstructions}/league/rnwpluvqqg9arwgp3quo,Sharif Finch,Sharif Finch,LB,New Orleans Saints,NO,3300,3300,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,Temple,-,-,,,,,-,-,-,-,,,76,250,-,,-,-,-,-,-,28,
1,34687,00-0034687,NFL,CUN521305,https://static.www.nfl.com/image/private/{formatInstructions}/league/deuese6msflvepgi1dla,Korey Cunningham,Korey Cunningham,T,New York Giants,NYG,3410,3410,,,,NOR,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Cincinnati,-,-,,,,,-,-,-,-,,,78,305,-,,-,-,-,-,-,31,
1,34723,00-0034723,NFL,THU557677,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wvnd9kwznw8xgnir6f0v,Nick Thurman,Nick Thurman,DT,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Houston,-,-,,,,,-,-,-,-,,,76,305,-,,-,-,-,-,-,34,
1,34760,00-0034760,NFL,SHE517895,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sl9b2jgyvmo5yn0vglok,Nathan Shepherd,Nathan Shepherd,DT,New Orleans Saints,NO,3300,3300,3300,NO,Saints,ACT,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,Fort Hays,-,-,,,,,5.09,1.77,7.50,31.0,112,,76,315,10.125,80.5,32.375,74.2,74.6,70.0,75.6,122,
