pfr_player_name,pos_group,team,gsis_id,season,pick,tier,is_hit,avg_snap_pct,snap_ratio,rookie_apy_cap_pct,fa_median_apy_cap_pct,rookie_surplus,second_apy_cap_pct,player_return,player_sharpe,sharpe_linear,sharpe_elite
K.J. Osborn,WR,MIN,00-0036345,2020,176,Rounds 4-7,FALSE,0.5269014084507043,0.8232834507042255,0.004,0.079,0.24698503521126763,0.016,0.26298503521126765,1.7973247777298844,-3.823139033302942,-0.6228278656929864
Nyheim Hines,RB,IND,00-0034367,2018,104,Rounds 4-7,FALSE,0.3475362318840579,0.8215986569363072,0,0.06,0.1971836776647137,0,0.1971836776647137,1.7970498491765823,-5.507493653254559,-0.7649141963140151
Andrew Van Ginkel,EDGE,MIA,00-0035272,2019,151,Rounds 4-7,FALSE,0.3975714285714286,0.6528266479005396,0.004,0.091,0.22718367346938775,0.08199999999999999,0.30918367346938774,1.7966832655879301,-3.8204197934098256,-0.6044285050354133
Da'Norris Searcy,S,BUF,00-0028038,2011,100,Round 3,FALSE,0.571764705882353,0.800790904597133,0.005,0.053,0.15375185368264954,0.040999999999999995,0.19475185368264952,1.792252397650116,-0.9517824670434979,-0.6701102991437132
Liam Eichenberg,IOL,MIA,00-0037010,2021,42,Round 2,TRUE,0.7638888888888888,1.0226089543358619,0.011000000000000001,0.051,0.16361743269373788,0.008,0.1716174326937379,1.7910687177319877,-0.22501695252083553,-0.7573076508456783
Sean Davis,CB,PIT,00-0033053,2016,58,Round 2,FALSE,0.6801470588235294,0.9828714722883374,0,0.08199999999999999,0.32238184291057465,0,0.32238184291057465,1.7904791579807608,-1.8987142572552127,-0.038091475434602076
Steven Nelson,CB,KAN,00-0032150,2015,98,Round 3,FALSE,0.6280882352941176,0.9076419585175111,0.005,0.08199999999999999,0.27955372322339334,0.045,0.3245537232233933,1.7900272329360676,-2.986769766952211,-0.2996236181936407
Boye Mafe,EDGE,SEA,00-0038133,2022,40,Round 2,FALSE,0.5130555555555554,0.8424557562488594,0.01,0.091,0.2729556650246304,0.066,0.3389556650246304,1.786878013255832,-1.9473356770209531,-0.00936591860581865
Tracy Walker,S,DET,00-0034745,2018,82,Round 3,FALSE,0.5733333333333334,0.8029878618113913,0.005,0.053,0.15417366946778713,0.04,0.19417366946778714,1.7849420731749914,-0.9517824670434979,-0.6701102991437132
Ikem Ekwonu,OT,CAR,00-0037229,2022,6,Top 10,TRUE,0.8880555555555555,1.2165144596651445,0.033,0.08149999999999999,0.23600380517503797,0,0.23600380517503797,1.7847139237051968,-0.3572700310319593,0.18380523620703798
Kevin Zeitler,IOL,CIN,00-0029592,2012,27,Late 1st,TRUE,0.7994117647058823,1.0701630049610205,0.026000000000000002,0.051,0.10701630049610202,0.07200000000000001,0.179016300496102,1.7846001992142475,-0.09175270156213973,-0.7109611026659682
Drew Dalman,IOL,ATL,00-0036957,2021,114,Rounds 4-7,FALSE,0.5572222222222222,0.7459467499628142,0.006,0.051,0.13427041499330655,0.05,0.18427041499330654,1.783524494191019,-2.4541091296547317,-0.6606857915206148
Mychal Kendricks,LB,PHI,00-0029409,2012,46,Round 2,FALSE,0.6537254901960784,0.9446900147342174,0.009000000000000001,0.061,0.1964955230647172,0.051,0.2474955230647172,1.783040196534827,-0.9272530653358044,-0.35150887120124186
Chris Conte,CB,CHI,00-0028031,2011,93,Round 3,FALSE,0.6823529411764706,0.986059163549813,0,0.08199999999999999,0.32342740564433864,0,0.32342740564433864,1.781715098565796,-2.986769766952211,-0.2996236181936407
Kareem Jackson,CB,HOU,00-0027872,2010,20,Late 1st,TRUE,0.7082352941176471,1.0234614076844613,0.02,0.08199999999999999,0.2538184291057463,0.059000000000000004,0.3128184291057463,1.7810010510064342,-1.1362659091557372,0.08046471267687343
Micah Hyde,S,GNB,00-0030090,2013,159,Rounds 4-7,FALSE,0.6551470588235294,0.9175729115175483,0.005,0.053,0.17617399901136926,0.037000000000000005,0.21317399901136927,1.7804299635093253,-2.184659545441944,-0.5511731411824057
Alex Cappa,IOL,TAM,00-0034678,2018,94,Round 3,FALSE,0.7181159420289854,0.9613332557282268,0.005,0.051,0.17688531905399374,0.042,0.21888531905399375,1.7793329346004398,-1.1210940108268708,-0.4767011195371987
Connor McGovern,IOL,DEN,00-0033011,2016,144,Rounds 4-7,FALSE,0.5520588235294116,0.7390345696511534,0.004,0.051,0.13893849909441686,0.045,0.18393849909441684,1.7790825470738667,-2.4541091296547317,-0.6606857915206148
Cortez Allen,CB,PIT,00-0028066,2011,128,Rounds 4-7,FALSE,0.5217647058823531,0.7539952397143832,0.005,0.08199999999999999,0.23223053383203,0.046,0.27823053383203,1.7763431842887916,-4.672744495348817,-0.6021907924538343
Jack Jones,CB,NWE,00-0038039,2022,121,Rounds 4-7,FALSE,0.614166666666667,0.8875240847784206,0.005,0.08199999999999999,0.2733574181117535,0.004,0.2773574181117535,1.7684394542804123,-4.672744495348817,-0.6021907924538343
Linval Joseph,DL,NYG,00-0027885,2010,46,Round 2,FALSE,0.48588235294117643,0.903127050076536,0.008,0.075,0.24203804942051169,0.047,0.2890380494205117,1.767700458918721,-1.5305933950960025,-0.22864968299216984
Mike Williams,WR,LAC,00-0033536,2017,7,Top 10,FALSE,0.5626470588235296,0.879136029411765,0.03,0.079,0.17231066176470597,0.096,0.26831066176470597,1.7675318829471791,-0.07536017301982953,0.035482296742909314
Marvin Jones,WR,CIN,00-0029293,2012,166,Rounds 4-7,FALSE,0.4492156862745098,0.7018995098039216,0.005,0.079,0.20776225490196076,0.052000000000000005,0.25976225490196075,1.7658418753490146,-3.823139033302942,-0.6228278656929864
Donovan Peoples-Jones,WR,CLE,00-0036233,2020,187,Rounds 4-7,FALSE,0.5430985915492955,0.8485915492957742,0.004,0.079,0.2545774647887322,0.005,0.2595774647887322,1.7640366858736654,-3.823139033302942,-0.6228278656929864
Jabaal Sheard,EDGE,CLE,00-0027975,2011,37,Round 2,FALSE,0.541764705882353,0.889597218197624,0.011000000000000001,0.091,0.2846711098232397,0.051,0.33567110982323967,1.7632080580962786,-1.9473356770209531,-0.00936591860581865
Garrett Bradbury,IOL,MIN,00-0035588,2019,18,Late 1st,TRUE,0.8468571428571429,1.1336775674125072,0.017,0.051,0.15418014916810097,0.023,0.17718014916810096,1.759003489943322,-0.09175270156213973,-0.7109611026659682
Ross Cockrell,CB,BUF,00-0031016,2014,109,Rounds 4-7,FALSE,0.5777941176470589,0.8349625977558656,0.005,0.08199999999999999,0.25716848010880655,0.019,0.27616848010880657,1.7576767973338407,-4.672744495348817,-0.6021907924538343
Cobie Durant,CB,LA,00-0037839,2022,142,Rounds 4-7,FALSE,0.59125,0.8544075144508672,0.005,0.08199999999999999,0.26315751445086705,0.013000000000000001,0.27615751445086706,1.757577532599848,-4.672744495348817,-0.6021907924538343
Chase Edmonds,RB,ARI,00-0034681,2018,134,Rounds 4-7,FALSE,0.31173913043478263,0.7369719395621339,0.004,0.06,0.16508171446191797,0.028999999999999998,0.19408171446191796,1.7564154048999128,-5.507493653254559,-0.7649141963140151
John Simpson,IOL,LV,00-0036369,2020,109,Rounds 4-7,FALSE,0.6053521126760564,0.8103776608782548,0.005,0.051,0.1491094896015989,0.033,0.1821094896015989,1.7546053723707449,-2.4541091296547317,-0.6606857915206148
Bobby Okereke,LB,IND,00-0035687,2019,89,Round 3,TRUE,0.709857142857143,1.0258051197357558,0.005,0.061,0.2297803468208093,0.044000000000000004,0.2737803468208093,1.7545809235148835,-1.5009104241941897,-0.26024197516630576
Jaylon Smith,LB,DAL,00-0033052,2016,34,Round 2,FALSE,0.5974999999999999,0.8634393063583814,0.01,0.061,0.1761416184971098,0.068,0.2441416184971098,1.7509742972514941,-0.9272530653358044,-0.35150887120124186
Andre Hal,S,HOU,00-0031087,2014,216,Rounds 4-7,FALSE,0.656764705882353,0.9198385236447522,0.004,0.053,0.18028835063437143,0.03,0.21028835063437143,1.7483542529303921,-2.184659545441944,-0.5511731411824057
J.J. Wilcox,CB,DAL,00-0030543,2013,80,Round 3,FALSE,0.6702941176470588,0.9686331179870793,0,0.08199999999999999,0.317711662699762,0,0.317711662699762,1.7395333691275252,-2.986769766952211,-0.2996236181936407
Andrus Peat,IOL,NOR,00-0032203,2015,13,Late 1st,FALSE,0.708970588235294,0.94909047956532,0.02,0.051,0.11768721946609967,0.057999999999999996,0.17568721946609966,1.73819143215631,-0.09175270156213973,-0.7109611026659682
Shane Vereen,RB,NWE,00-0027994,2011,56,Round 2,TRUE,0.43382352941176466,1.0255875399805312,0.006999999999999999,0.06,0.2174245584758726,0.028999999999999998,0.2464245584758726,1.7379950634738028,-1.5069658434565287,-0.4735968759125675
Joe Tryon-Shoyinka,EDGE,TAM,00-0036967,2021,32,Late 1st,FALSE,0.5636111111111111,0.9254698047801495,0.015,0.091,0.28134282065316546,0.017,0.2983428206531655,1.7378031975719723,-0.8808858659652598,0.5944072297042816
Lamarcus Joyner,S,LA,00-0031389,2014,41,Round 2,FALSE,0.5266176470588234,0.7375597297742625,0.009000000000000001,0.053,0.1298105124402702,0.064,0.1938105124402702,1.7361734987434996,-0.6092327658489395,-0.6534824271194798
Noah Gray,TE,KAN,00-0036637,2021,162,Rounds 4-7,FALSE,0.5175000000000001,0.9691011235955057,0.005,0.048,0.166685393258427,0.023,0.18968539325842698,1.7323023140559206,-2.3689887502760683,-0.586867207426399
Marcell Dareus,DL,BUF,00-0027941,2011,3,Top 10,TRUE,0.6364705882352943,1.1830308331511046,0.047,0.075,0.1324994533129237,0.111,0.24349945331292372,1.7288054420589836,0.47553610303479044,-0.2840537572894559
Josh Reynolds,WR,LA,00-0033943,2017,117,Rounds 4-7,FALSE,0.5230882352941175,0.8173253676470587,0.005,0.079,0.24192830882352934,0.013999999999999999,0.25592830882352935,1.7283885777189523,-3.823139033302942,-0.6228278656929864
Sammy Watkins,WR,BUF,00-0031325,2014,4,Top 10,TRUE,0.663235294117647,1.0363051470588234,0.037000000000000005,0.079,0.1740992647058823,0.09,0.2640992647058823,1.7282114426516784,-0.07536017301982953,0.035482296742909314
Jeremy Chinn,S,CAR,00-0036293,2020,64,Round 2,FALSE,0.6353521126760562,0.8898488973054008,0.006999999999999999,0.053,0.16373219710419376,0.028999999999999998,0.19273219710419376,1.7228780247242659,-0.6092327658489395,-0.6534824271194798
Chidobe Awuzie,CB,DAL,00-0033548,2017,60,Round 2,FALSE,0.6216176470588235,0.898291397483849,0.006,0.08199999999999999,0.27308058483509007,0.04,0.31308058483509005,1.721198930632846,-1.8987142572552127,-0.038091475434602076
Levine Toilolo,TE,ATL,00-0030443,2013,133,Rounds 4-7,FALSE,0.5111764705882353,0.9572593082176691,0.005,0.048,0.16464860101343912,0.024,0.1886486010134391,1.7196260771913918,-2.3689887502760683,-0.586867207426399
Samson Ebukam,EDGE,LA,00-0033945,2017,125,Rounds 4-7,FALSE,0.4670588235294118,0.7669274606394283,0.005,0.091,0.2638230464599633,0.036000000000000004,0.29982304645996327,1.7196010456591186,-3.8204197934098256,-0.6044285050354133
Quenton Nelson,IOL,IND,00-0034342,2018,6,Top 10,TRUE,0.8988405797101449,1.2032671749801136,0.034,0.051,0.0818221678986477,0.096,0.1778221678986477,1.7131362450866403,0.14416946758625349,-0.6889170083359715
Jarrad Davis,LB,DET,00-0033539,2017,21,Late 1st,FALSE,0.6188235294117647,0.8942536552193132,0.016,0.061,0.16096565793947637,0.03,0.19096565793947637,1.7121959153411,-0.9970994700204313,-0.8036273004092015
Julian Love,S,NYG,00-0034974,2019,108,Rounds 4-7,FALSE,0.597,0.8361344537815126,0.004,0.053,0.16388235294117648,0.043,0.20688235294117646,1.710494547946829,-2.184659545441944,-0.5511731411824057
Halapoulivaati Vaitai,IOL,PHI,00-0032785,2016,164,Rounds 4-7,FALSE,0.4886764705882354,0.6541853689266872,0,0.051,0.1334538152610442,0.045,0.1784538152610442,1.7056824007607867,-2.4541091296547317,-0.6606857915206148
Dion Sims,TE,MIA,00-0030422,2013,106,Rounds 4-7,FALSE,0.47000000000000003,0.8801498127340824,0.005,0.048,0.1513857677902622,0.036000000000000004,0.1873857677902622,1.70418617287616,-2.3689887502760683,-0.586867207426399
Travis Etienne,RB,JAX,00-0036973,2021,25,Late 1st,TRUE,0.4433333333333334,1.0480693459416865,0.018000000000000002,0.06,0.1760756501182033,0.039,0.21507565011820332,1.7032841906128842,-1.9934443824983996,-0.6590141737847004
Jedrick Wills Jr.,OT,CLE,00-0036267,2020,10,Top 10,FALSE,0.7264788732394367,0.9951765386841599,0.025,0.08149999999999999,0.22490989774262007,0.004,0.22890989774262008,1.7027703408026997,-0.3572700310319593,0.18380523620703798
Adam Trautman,TE,NOR,00-0036422,2020,105,Rounds 4-7,FALSE,0.5222535211267605,0.9780028485519858,0.005,0.048,0.16821648995094157,0.019,0.18721648995094156,1.7021165142753,-2.3689887502760683,-0.586867207426399
Jordan Reed,TE,WAS,00-0030472,2013,85,Round 3,FALSE,0.4447058823529411,0.8327825512227361,0.006,0.048,0.1399074686054197,0.06,0.1999074686054197,1.701392767629688,-0.9835958778133722,-0.5376092011535986
Kyle Rudolph,TE,MIN,00-0027981,2011,43,Round 2,FALSE,0.4126470588235295,0.7727473011676581,0.01,0.048,0.11745758977748402,0.055,0.17245758977748402,1.7000347521714372,-0.36078026178736594,-0.6556584315197126
Carlos Hyde,RB,SFO,00-0031045,2014,57,Round 2,TRUE,0.42397058823529415,1.0022945348352108,0.006999999999999999,0.06,0.21248644138506467,0.028999999999999998,0.24148644138506467,1.6919580863885624,-1.5069658434565287,-0.4735968759125675
Ricardo Mathews,DL,IND,00-0027829,2010,238,Rounds 4-7,FALSE,0.4158823529411765,0.7730155259129674,0,0.075,0.23190465777389022,0.005,0.23690465777389022,1.6891381182659213,-3.7779540498924526,-0.695540700768399
Sam Tevi,OT,LAC,00-0033578,2017,190,Rounds 4-7,FALSE,0.6494117647058824,0.8896051571313457,0.004,0.08149999999999999,0.2757775987107171,0.013999999999999999,0.2897775987107171,1.6884138005931206,-3.1707480263226144,-0.4449332397639939
Duke Johnson,RB,CLE,00-0032257,2015,77,Round 3,TRUE,0.4463235294117648,1.0551383674036994,0.005,0.06,0.23213044082881387,0.028999999999999998,0.26113044082881387,1.6868297082741501,-2.0095141915817347,0.0018317536535283545
Marcus Mariota,QB,TEN,00-0032268,2015,2,Top 10,TRUE,0.7989705882352942,1.284518630603367,0.042,0.146,0.5343597503310006,0.044000000000000004,0.5783597503310006,1.6841664508007248,-0.293477891960363,0.37407124048736107
Carl Nassib,EDGE,CLE,00-0033129,2016,65,Round 3,FALSE,0.5229411764705882,0.8586883029073699,0.006,0.091,0.2919540229885057,0.042,0.3339540229885057,1.68379879761681,-2.5109073453087567,-0.29680159176202814
Pat Elflein,IOL,MIN,00-0033909,2017,70,Round 3,TRUE,0.7670588235294117,1.0268525080715016,0.006,0.051,0.18483345145287028,0.025,0.20983345145287027,1.6833966953087738,-1.1210940108268708,-0.4767011195371987
Kenneth Gainwell,RB,PHI,00-0036919,2021,150,Rounds 4-7,FALSE,0.31791666666666674,0.7515760441292358,0.005,0.06,0.1653467297084319,0.023,0.1883467297084319,1.6812894594396164,-5.507493653254559,-0.7649141963140151
Jacquizz Rodgers,RB,ATL,00-0028083,2011,145,Rounds 4-7,FALSE,0.3423529411764706,0.8093450146015854,0.005,0.06,0.1780559032123488,0.01,0.1880559032123488,1.677479751755587,-5.507493653254559,-0.7649141963140151
Tavon Austin,WR,LA,00-0030525,2013,8,Top 10,FALSE,0.5748529411764708,0.8982077205882356,0.026000000000000002,0.079,0.19042003676470595,0.068,0.25842003676470593,1.6751863443134234,-0.07536017301982953,0.035482296742909314
Tyler Eifert,TE,CIN,00-0030549,2013,21,Late 1st,FALSE,0.4097058823529411,0.7672394800616874,0.021,0.048,0.08286186384666223,0.031,0.11386186384666223,1.6737432250648148,-0.49999506910647257,-1.219820850957934
D.J. Swearinger,S,HOU,00-0030566,2013,57,Round 2,FALSE,0.6276470588235292,0.879057505355083,0.006999999999999999,0.053,0.16174658098533526,0.027000000000000003,0.18874658098533525,1.6737359474616589,-0.6092327658489395,-0.6534824271194798
Calvin Ridley,WR,ATL,00-0034837,2018,26,Late 1st,FALSE,0.5150724637681158,0.8048007246376809,0.015,0.079,0.20602898550724633,0.09,0.2960289855072463,1.67337833537821,-0.7067555359941448,0.12050516789925937
Coby Bryant,S,SEA,00-0038136,2022,109,Rounds 4-7,FALSE,0.5930555555555554,0.8306100217864922,0.005,0.053,0.15947712418300652,0.044000000000000004,0.20347712418300654,1.6726433901367588,-2.184659545441944,-0.5511731411824057
Kenyan Drake,RB,MIA,00-0033118,2016,73,Round 3,FALSE,0.4160294117647059,0.9835210680016688,0.005,0.06,0.21637463496036716,0.043,0.25937463496036717,1.6721042122793455,-2.0095141915817347,0.0018317536535283545
Matt Kalil,OT,MIN,00-0029687,2012,4,Top 10,TRUE,0.9588235294117646,1.313456889605157,0.051,0.08149999999999999,0.16024174053182913,0.066,0.22624174053182913,1.6719497579740874,-0.3572700310319593,0.18380523620703798
Matthew Ioannidis,DL,WAS,00-0032781,2016,152,Rounds 4-7,FALSE,0.4213235294117647,0.7831292368248414,0,0.075,0.2349387710474524,0,0.2349387710474524,1.668628182038783,-3.7779540498924526,-0.695540700768399
Michael Carter II,CB,NYJ,00-0036501,2021,154,Rounds 4-7,FALSE,0.5081944444444443,0.7343850353243415,0.005,0.08199999999999999,0.22619059087989715,0.04,0.26619059087989716,1.6673536698406781,-4.672744495348817,-0.6021907924538343
Johnathan Hankins,DL,NYG,00-0030063,2013,49,Round 2,FALSE,0.4466176470588236,0.830144325388148,0.008,0.075,0.22247867920402367,0.054000000000000006,0.2764786792040237,1.6639749551799061,-1.5305933950960025,-0.22864968299216984
Charles Omenihu,EDGE,HOU,00-0035279,2019,161,Rounds 4-7,FALSE,0.449857142857143,0.7386816795683794,0.004,0.091,0.257061224489796,0.036000000000000004,0.293061224489796,1.6639192790745583,-3.8204197934098256,-0.6044285050354133
A'Shawn Robinson,DL,DET,00-0032889,2016,46,Round 2,FALSE,0.4685294117647058,0.8708725125738026,0.008,0.075,0.23339383336977912,0.043,0.27639383336977913,1.663274229208344,-1.5305933950960025,-0.22864968299216984
Jaelan Phillips,DL,MIA,00-0036934,2021,18,Late 1st,FALSE,0.42291666666666666,0.7860904584882279,0,0.075,0.23582713754646836,0,0.23582713754646836,1.6576312916347486,-0.5579535424283915,0.23099991956812158
Tyler Allgeier,RB,ATL,00-0037263,2022,151,Rounds 4-7,FALSE,0.3194444444444444,0.7551878119254005,0.005,0.06,0.1661413186235881,0.02,0.1861413186235881,1.652399479779811,-5.507493653254559,-0.7649141963140151
Grant Delpit,S,CLE,00-0036282,2020,44,Round 2,FALSE,0.542957746478873,0.760445023079654,0.009000000000000001,0.053,0.1338383240620191,0.053,0.18683832406201908,1.6502074122575796,-0.6092327658489395,-0.6534824271194798
C.J. Gardner-Johnson,S,NOR,00-0035253,2019,105,Rounds 4-7,FALSE,0.6784285714285714,0.9501800720288115,0,0.053,0.20143817527010804,0,0.20143817527010804,1.649979251381432,-2.184659545441944,-0.5511731411824057
Sylvester Williams,DL,DEN,00-0030577,2013,28,Late 1st,FALSE,0.4527941176470589,0.8416247539908157,0.015,0.075,0.20198994095779577,0.033,0.23498994095779577,1.64900237935163,-0.5579535424283915,0.23099991956812158
Jaye Howard,DL,SEA,00-0029277,2012,114,Rounds 4-7,FALSE,0.38627450980392164,0.7179823602303376,0.005,0.075,0.2010350608644945,0.032,0.2330350608644945,1.648766928629656,-3.7779540498924526,-0.695540700768399
Cam Robinson,OT,JAX,00-0033889,2017,34,Round 2,FALSE,0.6520588235294118,0.8932312651087833,0.011000000000000001,0.08149999999999999,0.25189121676067683,0.084,0.33589121676067685,1.6485466829398063,-1.2393656537891447,0.4683486650469865
Stephon Gilmore,CB,BUF,00-0029542,2012,10,Top 10,FALSE,0.6545098039215687,0.9458234160716311,0.038,0.08199999999999999,0.16646492122860704,0.078,0.24446492122860702,1.6478370497166608,-0.39522957331232367,-0.6077512429479659
Wes Schweitzer,IOL,ATL,00-0032432,2016,195,Rounds 4-7,FALSE,0.6002941176470588,0.8036065831955271,0.004,0.051,0.1510780376407591,0.023,0.1740780376407591,1.6471224678056493,-2.4541091296547317,-0.6606857915206148
O.J. Howard,TE,TAM,00-0033879,2017,19,Late 1st,FALSE,0.4123529411764706,0.772196519057061,0.017,0.048,0.09575236836307556,0.017,0.11275236836307556,1.6455476891289256,-0.49999506910647257,-1.219820850957934
Sean Lee,LB,DAL,00-0027663,2010,55,Round 2,FALSE,0.5641176470588234,0.8151989119347159,0.006999999999999999,0.061,0.17608296497789863,0.057,0.23308296497789863,1.6452450903500375,-0.9272530653358044,-0.35150887120124186
Jay Ajayi,RB,MIA,00-0031590,2015,149,Rounds 4-7,FALSE,0.3427941176470587,0.8103879849812262,0.004,0.06,0.18152690863579465,0.004,0.18552690863579466,1.6443509612192038,-5.507493653254559,-0.7649141963140151
Ben Tate,RB,HOU,00-0027890,2010,58,Round 2,FALSE,0.4152941176470588,0.9817827840356,0,0.06,0.235627868168544,0,0.235627868168544,1.6373398997475006,-1.5069658434565287,-0.4735968759125675
Julian Blackmon,S,IND,00-0036253,2020,85,Round 3,FALSE,0.6395774647887323,0.8957667574071881,0.006,0.053,0.16840415039255138,0.013999999999999999,0.18240415039255137,1.6361330930186917,-0.9517824670434979,-0.6701102991437132
Derrick Nnadi,DL,KAN,00-0034818,2018,75,Round 3,FALSE,0.4766666666666668,0.8859975216852543,0.005,0.075,0.24807930607187118,0.013000000000000001,0.2610793060718712,1.6356938074809593,-1.6980155086877986,-0.2673590110726486
Allen Bailey,EDGE,KAN,00-0028024,2011,86,Round 3,FALSE,0.546470588235294,0.8973244470201873,0,0.091,0.3266260987153482,0,0.3266260987153482,1.6330124392416974,-2.5109073453087567,-0.29680159176202814
Nico Collins,WR,HOU,00-0036554,2021,89,Round 3,FALSE,0.5116666666666667,0.7994791666666667,0.006999999999999999,0.079,0.23025000000000004,0.095,0.32525000000000004,1.6304580798981156,-1.4782442291920619,-0.03988217399875301
Quandre Diggs,S,DET,00-0031608,2015,200,Rounds 4-7,FALSE,0.5997058823529412,0.8399242049761082,0.004,0.053,0.1646251441753172,0.035,0.1996251441753172,1.6298263245277385,-2.184659545441944,-0.5511731411824057
Justin Jones,DL,LAC,00-0034677,2018,84,Round 3,FALSE,0.42507246376811597,0.7900975162976133,0.005,0.075,0.2212273045633317,0.039,0.2602273045633317,1.6282044545759986,-1.6980155086877986,-0.2673590110726486
Doug Martin,RB,TAM,00-0029613,2012,31,Late 1st,FALSE,0.3721568627450981,0.8798034580262367,0.013999999999999999,0.06,0.16188383627682756,0.046,0.20788383627682755,1.6242924030014236,-1.9934443824983996,-0.6590141737847004
Jimmy Smith,CB,BAL,00-0027965,2011,27,Late 1st,FALSE,0.6576470588235295,0.9503570214212854,0.024,0.08199999999999999,0.22048282896973817,0.07200000000000001,0.2924828289697382,1.6240910271604425,-1.1362659091557372,0.08046471267687343
Tre Flowers,S,SEA,00-0034756,2018,146,Rounds 4-7,FALSE,0.6705797101449277,0.939187269110543,0,0.053,0.1991077010514351,0,0.1991077010514351,1.624074634191867,-2.184659545441944,-0.5511731411824057
Marquise Brown,WR,BAL,00-0035662,2019,25,Late 1st,TRUE,0.6668571428571428,1.0419642857142857,0.016,0.079,0.262575,0.027000000000000003,0.289575,1.6236155836451687,-0.7067555359941448,0.12050516789925937
Corey Davis,WR,TEN,00-0033871,2017,5,Top 10,TRUE,0.7210294117647059,1.126608455882353,0.038,0.079,0.1847637867647059,0.068,0.2527637867647059,1.6223757835149721,-0.07536017301982953,0.035482296742909314
Jason Pinnock,CB,NYJ,00-0036502,2021,175,Rounds 4-7,FALSE,0.5509722222222222,0.7962026332691072,0,0.08199999999999999,0.26115446371226714,0,0.26115446371226714,1.6217649941400416,-4.672744495348817,-0.6021907924538343
Trey Hendrickson,EDGE,NOR,00-0033935,2017,103,Rounds 4-7,FALSE,0.3448529411764707,0.5662609871534823,0.005,0.091,0.19479377958079788,0.09300000000000001,0.2877937795807979,1.6205433015327233,-3.8204197934098256,-0.6044285050354133
Russell Gage,WR,ATL,00-0034411,2018,194,Rounds 4-7,FALSE,0.41999999999999993,0.6562499999999999,0.004,0.079,0.19687499999999997,0.048,0.24487499999999995,1.6204103076296625,-3.823139033302942,-0.6228278656929864
Dean Lowry,EDGE,GNB,00-0032412,2016,137,Rounds 4-7,FALSE,0.48117647058823526,0.7901091471071187,0,0.091,0.2875997295469912,0,0.2875997295469912,1.6189453522321027,-3.8204197934098256,-0.6044285050354133
Justin Ellis,DL,LV,00-0031346,2014,107,Rounds 4-7,FALSE,0.39235294117647035,0.7292805598075657,0.005,0.075,0.20419855674611836,0.025,0.22919855674611836,1.6087409933889074,-3.7779540498924526,-0.695540700768399
Ian Thomas,TE,CAR,00-0034365,2018,101,Rounds 4-7,FALSE,0.4734782608695651,0.8866634098680994,0.005,0.048,0.1525061064973131,0.027000000000000003,0.1795061064973131,1.6078462808249323,-2.3689887502760683,-0.586867207426399
Desmond King,S,LAC,00-0033566,2017,151,Rounds 4-7,FALSE,0.6652941176470587,0.9317844784972812,0,0.053,0.19753830944142362,0,0.19753830944142362,1.6066299061823837,-2.184659545441944,-0.5511731411824057
Sheldon Rankins,DL,NOR,00-0032759,2016,12,Late 1st,FALSE,0.5002941176470589,0.9299147168160945,0.021,0.075,0.20086157883227637,0.03,0.23086157883227637,1.6064517106842635,-0.5579535424283915,0.23099991956812158
Will Fries,IOL,IND,00-0036483,2021,248,Rounds 4-7,FALSE,0.4370833333333333,0.5851182507809014,0.005,0.051,0.10766175814368585,0.063,0.17066175814368584,1.6014032572641441,-2.4541091296547317,-0.6606857915206148
Daniel Bellinger,TE,NYG,00-0038115,2022,112,Rounds 4-7,FALSE,0.4840277777777777,0.906419059508947,0.005,0.048,0.1559040782355389,0.023,0.1789040782355389,1.6004856423920326,-2.3689887502760683,-0.586867207426399
Wan'Dale Robinson,WR,NYG,00-0038117,2022,43,Round 2,FALSE,0.5624999999999998,0.8789062499999997,0.01,0.079,0.24257812499999992,0.057999999999999996,0.3005781249999999,1.5993050832819515,-1.0961314210494868,0.22664173323619316
Ezekiel Elliott,RB,DAL,00-0033045,2016,4,Top 10,TRUE,0.7179411764705882,1.6972604644694758,0.04,0.06,0.13578083715755804,0.08,0.21578083715755803,1.5980383980537203,-0.2700697770397672,-0.6154948556750087
Daniel Te'o-Nesheim,EDGE,PHI,00-0027689,2010,86,Round 3,FALSE,0.5370588235294117,0.8818699893750603,0,0.091,0.321000676132522,0,0.321000676132522,1.5940253104650837,-2.5109073453087567,-0.29680159176202814
Jameson Williams,WR,DET,00-0037240,2022,12,Late 1st,FALSE,0.5233333333333333,0.8177083333333333,0.021,0.079,0.1897083333333333,0.096,0.28570833333333334,1.5938020718001664,-0.7067555359941448,0.12050516789925937
D'Andre Swift,RB,DET,00-0036275,2020,35,Round 2,TRUE,0.43112676056338023,1.0192121999134285,0.011000000000000001,0.06,0.19976559118303197,0.031,0.23076559118303197,1.5920099632458358,-1.5069658434565287,-0.4735968759125675
Mike Iupati,IOL,SFO,00-0027869,2010,17,Late 1st,TRUE,0.8152941176470588,1.0914245216158753,0.026000000000000002,0.051,0.10914245216158751,0.055999999999999994,0.16514245216158752,1.5911930127411724,-0.09175270156213973,-0.7109611026659682
Xavier Su'a-Filo,IOL,HOU,00-0031410,2014,33,Round 2,FALSE,0.6520588235294117,0.8729033782187573,0.01,0.051,0.14315615402787618,0.015,0.1581561540278762,1.591179907460953,-0.22501695252083553,-0.7573076508456783
